filename,label,full_path,session,left_x,left_y,left_z,right_x,right_y,right_z
Session_001/capture_0013.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0013.png,Session_001,0.05,-0.63,0.12,-0.01,-0.28,0.05
Session_001/capture_0014.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0014.png,Session_001,0.02,-0.54,0.06,-0.05,-0.27,0.11
Session_001/capture_0015.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0015.png,Session_001,0.03,-0.56,0.07,-0.01,-0.28,0.06
Session_001/capture_0016.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0016.png,Session_001,0.03,-0.56,0.07,-0.05,-0.3,0.26
Session_001/capture_0017.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0017.png,Session_001,0.04,-0.58,0.08,-0.03,-0.3,0.01
Session_001/capture_0018.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0018.png,Session_001,0.03,-0.55,0.07,-0.05,-0.3,0.13
Session_001/capture_0019.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0019.png,Session_001,0.03,-0.56,0.07,0.1,-0.23,0.1
Session_001/capture_0020.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0020.png,Session_001,0.03,-0.56,0.07,0.1,-0.27,0.09
Session_001/capture_0021.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0021.png,Session_001,0.03,-0.56,0.07,-0.04,-0.27,0.24
Session_001/capture_0022.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0022.png,Session_001,0.03,-0.56,0.07,0.09,-0.23,0.05
Session_001/capture_0023.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0023.png,Session_001,0.03,-0.56,0.07,0.09,-0.27,0.07
Session_001/capture_0024.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0024.png,Session_001,0.03,-0.56,0.07,-0.01,-0.27,0.14
Session_001/capture_0025.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0025.png,Session_001,0.03,-0.56,0.07,0.09,-0.26,0.04
Session_001/capture_0026.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0026.png,Session_001,0.03,-0.56,0.07,-0.02,-0.26,0.15
Session_001/capture_0027.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0027.png,Session_001,0.03,-0.56,0.07,0.07,-0.22,0.03
Session_001/capture_0028.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0028.png,Session_001,0.03,-0.56,0.07,0.07,-0.27,0.01
Session_001/capture_0029.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0029.png,Session_001,0.03,-0.56,0.07,-0.01,-0.23,0.13
Session_001/capture_0030.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0030.png,Session_001,0.03,-0.56,0.07,0.06,-0.28,0.06
Session_001/capture_0031.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0031.png,Session_001,0.03,-0.56,0.07,0.03,-0.29,0.06
Session_001/capture_0032.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0032.png,Session_001,0.03,-0.56,0.07,-0.02,-0.25,0.07
Session_001/capture_0033.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0033.png,Session_001,0.03,-0.56,0.07,0.04,-0.28,0.03
Session_001/capture_0034.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0034.png,Session_001,0.04,-0.57,0.07,-0.07,-0.29,0.1
Session_001/capture_0035.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0035.png,Session_001,0.03,-0.55,0.06,0.03,-0.23,0.02
Session_001/capture_0036.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0036.png,Session_001,0.03,-0.56,0.07,0.04,-0.28,0.02
Session_001/capture_0037.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0037.png,Session_001,0.03,-0.56,0.07,-0.05,-0.29,0.25
Session_001/capture_0038.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0038.png,Session_001,0.03,-0.56,0.07,0.05,-0.27,0.02
Session_001/capture_0039.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0039.png,Session_001,0.04,-0.57,0.07,-0.04,-0.31,0.09
Session_001/capture_0040.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0040.png,Session_001,0.04,-0.56,0.06,0.1,-0.21,0.09
Session_001/capture_0041.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0041.png,Session_001,0.04,-0.56,0.06,0.13,-0.26,0.07
Session_001/capture_0042.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0042.png,Session_001,0.04,-0.56,0.07,0.13,-0.26,0.05
Session_001/capture_0043.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0043.png,Session_001,0.04,-0.56,0.07,0.11,-0.25,0.07
Session_001/capture_0044.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0044.png,Session_001,0.04,-0.56,0.06,0.06,-0.28,0.06
Session_001/capture_0045.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0045.png,Session_001,0.04,-0.56,0.06,0.08,-0.31,0.06
Session_001/capture_0046.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0046.png,Session_001,0.04,-0.56,0.06,0.09,-0.31,0.06
Session_001/capture_0047.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0047.png,Session_001,0.04,-0.56,0.06,0.08,-0.26,0.04
Session_001/capture_0048.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0048.png,Session_001,0.04,-0.56,0.07,0.07,-0.29,0.05
Session_001/capture_0049.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0049.png,Session_001,0.04,-0.56,0.06,-0.03,-0.28,0.08
Session_001/capture_0050.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0050.png,Session_001,0.04,-0.56,0.06,0.08,-0.2,0.08
Session_001/capture_0051.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0051.png,Session_001,0.04,-0.56,0.06,0.12,-0.26,0.06
Session_001/capture_0052.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0052.png,Session_001,0.03,-0.56,0.07,-0.04,-0.29,0.24
Session_001/capture_0053.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0053.png,Session_001,0.04,-0.56,0.07,0.12,-0.26,0.05
Session_001/capture_0054.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0054.png,Session_001,0.04,-0.56,0.06,0.0,-0.27,0.1
Session_001/capture_0055.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0055.png,Session_001,0.04,-0.56,0.06,0.09,-0.2,0.03
Session_001/capture_0056.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0056.png,Session_001,0.04,-0.56,0.06,0.12,-0.26,0.03
Session_001/capture_0057.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0057.png,Session_001,0.03,-0.56,0.06,-0.02,-0.28,0.24
Session_001/capture_0058.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0058.png,Session_001,0.04,-0.57,0.06,0.12,-0.26,0.0
Session_001/capture_0059.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0059.png,Session_001,0.04,-0.56,0.06,0.04,-0.29,0.01
Session_001/capture_0060.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0060.png,Session_001,0.04,-0.56,0.06,0.02,-0.23,0.09
Session_001/capture_0061.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0061.png,Session_001,0.04,-0.56,0.06,0.08,-0.28,0.02
Session_001/capture_0062.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0062.png,Session_001,0.04,-0.56,0.06,-0.03,-0.29,0.07
Session_001/capture_0063.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0063.png,Session_001,0.04,-0.56,0.06,0.05,-0.21,0.01
Session_001/capture_0064.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0064.png,Session_001,0.04,-0.57,0.06,0.07,-0.28,0.01
Session_001/capture_0065.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0065.png,Session_001,0.03,-0.57,0.06,-0.07,-0.29,0.23
Session_001/capture_0066.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0066.png,Session_001,0.04,-0.56,0.06,0.08,-0.26,0.0
Session_001/capture_0067.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0067.png,Session_001,0.04,-0.57,0.06,0.06,-0.28,0.01
Session_001/capture_0068.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0068.png,Session_001,0.04,-0.56,0.06,0.0,-0.24,0.12
Session_001/capture_0069.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0069.png,Session_001,0.04,-0.57,0.06,0.17,-0.26,0.05
Session_001/capture_0070.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0070.png,Session_001,0.04,-0.57,0.06,0.02,-0.28,0.04
Session_001/capture_0071.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0071.png,Session_001,0.04,-0.57,0.06,0.1,-0.18,0.04
Session_001/capture_0072.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0072.png,Session_001,0.04,-0.57,0.06,0.16,-0.26,0.03
Session_001/capture_0073.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0073.png,Session_001,0.04,-0.56,0.06,-0.03,-0.27,0.11
Session_001/capture_0074.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0074.png,Session_001,0.04,-0.57,0.06,0.13,-0.2,0.03
Session_001/capture_0075.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0075.png,Session_001,0.04,-0.57,0.06,0.15,-0.25,0.01
Session_001/capture_0076.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0076.png,Session_001,0.03,-0.56,0.06,-0.04,-0.27,0.21
Session_001/capture_0077.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0077.png,Session_001,0.04,-0.57,0.06,0.14,-0.27,-0.01
Session_001/capture_0078.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0078.png,Session_001,0.04,-0.57,0.06,0.08,-0.28,-0.02
Session_001/capture_0079.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0079.png,Session_001,0.03,-0.56,0.06,0.02,-0.21,0.11
Session_001/capture_0080.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0080.png,Session_001,0.04,-0.57,0.06,0.13,-0.28,0.03
Session_001/capture_0081.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0081.png,Session_001,0.04,-0.57,0.06,0.09,-0.28,0.03
Session_001/capture_0082.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0082.png,Session_001,0.03,-0.57,0.06,-0.02,-0.25,0.11
Session_001/capture_0083.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0083.png,Session_001,0.04,-0.57,0.06,0.11,-0.28,0.02
Session_001/capture_0084.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0084.png,Session_001,0.04,-0.57,0.06,-0.05,-0.31,0.13
Session_001/capture_0085.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0085.png,Session_001,0.04,-0.57,0.06,0.12,-0.25,-0.01
Session_001/capture_0086.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0086.png,Session_001,0.04,-0.57,0.06,0.1,-0.29,0.0
Session_001/capture_0087.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0087.png,Session_001,0.04,-0.57,0.07,-0.04,-0.29,0.15
Session_001/capture_0088.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0088.png,Session_001,0.04,-0.57,0.06,0.1,-0.29,-0.02
Session_001/capture_0089.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0089.png,Session_001,0.03,-0.57,0.07,-0.06,-0.28,0.24
Session_001/capture_0090.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0090.png,Session_001,0.04,-0.57,0.06,0.2,-0.24,0.04
Session_001/capture_0091.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0091.png,Session_001,0.04,-0.57,0.06,0.2,-0.26,0.03
Session_001/capture_0092.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0092.png,Session_001,0.03,-0.57,0.06,-0.04,-0.28,0.27
Session_001/capture_0093.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0093.png,Session_001,0.04,-0.57,0.06,0.19,-0.24,0.02
Session_001/capture_0094.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0094.png,Session_001,0.04,-0.57,0.06,0.16,-0.26,0.0
Session_001/capture_0095.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0095.png,Session_001,0.03,-0.57,0.07,-0.02,-0.26,0.13
Session_001/capture_0096.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0096.png,Session_001,0.04,-0.57,0.06,0.18,-0.25,-0.01
Session_001/capture_0097.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0097.png,Session_001,0.04,-0.57,0.06,-0.03,-0.28,0.02
Session_001/capture_0098.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0098.png,Session_001,0.04,-0.57,0.06,0.08,-0.19,0.02
Session_001/capture_0099.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0099.png,Session_001,0.04,-0.57,0.06,0.16,-0.27,-0.03
Session_001/capture_0100.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0100.png,Session_001,0.04,-0.57,0.06,0.0,-0.3,0.0
Session_001/capture_0101.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0101.png,Session_001,0.03,-0.57,0.06,0.07,-0.21,0.06
Session_001/capture_0102.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0102.png,Session_001,0.04,-0.57,0.06,0.16,-0.28,0.03
Session_001/capture_0103.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0103.png,Session_001,0.03,-0.57,0.06,-0.05,-0.27,0.07
Session_001/capture_0104.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0104.png,Session_001,0.04,-0.57,0.06,0.12,-0.23,0.01
Session_001/capture_0105.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0105.png,Session_001,0.04,-0.57,0.06,0.14,-0.27,0.01
Session_001/capture_0106.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0106.png,Session_001,0.03,-0.57,0.07,-0.06,-0.28,0.24
Session_001/capture_0107.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0107.png,Session_001,0.04,-0.57,0.06,0.15,-0.26,-0.02
Session_001/capture_0108.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0108.png,Session_001,0.04,-0.57,0.06,0.14,-0.27,-0.02
Session_001/capture_0109.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0109.png,Session_001,0.03,-0.57,0.07,-0.07,-0.28,0.22
Session_001/capture_0110.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0110.png,Session_001,0.04,-0.57,0.06,0.14,-0.27,-0.04
Session_001/capture_0111.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0111.png,Session_001,0.04,-0.57,0.06,0.07,-0.29,-0.03
Session_001/capture_0112.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0112.png,Session_001,0.04,-0.57,0.06,0.07,-0.21,0.11
Session_001/capture_0113.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0113.png,Session_001,0.04,-0.57,0.06,0.24,-0.26,0.02
Session_001/capture_0114.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0114.png,Session_001,0.03,-0.57,0.06,-0.06,-0.29,0.09
Session_001/capture_0115.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0115.png,Session_001,0.04,-0.57,0.06,0.15,-0.19,0.02
Session_001/capture_0116.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0116.png,Session_001,0.04,-0.57,0.06,0.22,-0.26,0.0
Session_001/capture_0117.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0117.png,Session_001,0.03,-0.57,0.06,-0.05,-0.29,0.08
Session_001/capture_0118.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0118.png,Session_001,0.03,-0.57,0.07,0.18,-0.19,0.0
Session_001/capture_0119.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0119.png,Session_001,0.04,-0.58,0.06,0.22,-0.26,-0.02
Session_001/capture_0120.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0120.png,Session_001,0.03,-0.57,0.07,-0.05,-0.28,0.25
Session_001/capture_0121.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0121.png,Session_001,0.04,-0.57,0.06,0.19,-0.24,-0.06
Session_001/capture_0122.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0122.png,Session_001,0.04,-0.57,0.06,0.14,-0.28,-0.06
Session_001/capture_0123.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0123.png,Session_001,0.05,-0.6,0.08,0.19,-0.28,-0.22
Session_001/capture_0124.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0124.png,Session_001,0.04,-0.58,0.07,0.48,-0.25,-0.29
Session_001/capture_0125.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0125.png,Session_001,0.05,-0.57,0.06,0.48,-0.2,-0.29
Session_001/capture_0126.png,colocarPila,../capturas/capturas_256x256/capturasVR\Session_001/capture_0126.png,Session_001,0.05,-0.57,0.06,0.36,-0.17,-0.24
Session_001/capture_0127.png,colocarSoporteSup,../capturas/capturas_256x256/capturasVR\Session_001/capture_0127.png,Session_001,0.04,-0.57,0.06,-0.12,-0.31,0.1
Session_001/capture_0128.png,colocarSoporteSup,../capturas/capturas_256x256/capturasVR\Session_001/capture_0128.png,Session_001,0.04,-0.58,0.06,0.06,-0.29,-0.02
Session_001/capture_0129.png,colocarSoporteSup,../capturas/capturas_256x256/capturasVR\Session_001/capture_0129.png,Session_001,0.04,-0.57,0.06,0.06,-0.29,-0.02
Session_001/capture_0130.png,colocarSoporteSup,../capturas/capturas_256x256/capturasVR\Session_001/capture_0130.png,Session_001,0.04,-0.57,0.06,0.23,-0.33,-0.03
Session_001/capture_0131.png,colocarSoporteSup,../capturas/capturas_256x256/capturasVR\Session_001/capture_0131.png,Session_001,0.04,-0.57,0.06,0.24,-0.34,-0.05
Session_001/capture_0132.png,colocarSoporteSup,../capturas/capturas_256x256/capturasVR\Session_001/capture_0132.png,Session_001,0.04,-0.57,0.06,0.49,-0.24,-0.23
Session_001/capture_0133.png,colocarSoporteSup,../capturas/capturas_256x256/capturasVR\Session_001/capture_0133.png,Session_001,0.04,-0.56,0.06,0.34,-0.26,-0.13
Session_001/capture_0134.png,colocarSoporteSup,../capturas/capturas_256x256/capturasVR\Session_001/capture_0134.png,Session_001,0.04,-0.57,0.06,0.18,-0.22,-0.04
Session_001/capture_0135.png,colocarNiquel,../capturas/capturas_256x256/capturasVR\Session_001/capture_0135.png,Session_001,0.04,-0.57,0.06,-0.01,-0.28,0.02
Session_001/capture_0136.png,colocarNiquel,../capturas/capturas_256x256/capturasVR\Session_001/capture_0136.png,Session_001,0.04,-0.57,0.06,-0.01,-0.29,0.03
Session_001/capture_0137.png,colocarNiquel,../capturas/capturas_256x256/capturasVR\Session_001/capture_0137.png,Session_001,0.03,-0.56,0.06,0.05,-0.26,0.0
Session_001/capture_0138.png,colocarNiquel,../capturas/capturas_256x256/capturasVR\Session_001/capture_0138.png,Session_001,0.04,-0.57,0.06,0.26,-0.27,-0.01
Session_001/capture_0139.png,colocarNiquel,../capturas/capturas_256x256/capturasVR\Session_001/capture_0139.png,Session_001,0.04,-0.57,0.06,0.04,-0.29,0.01
Session_001/capture_0140.png,colocarNiquel,../capturas/capturas_256x256/capturasVR\Session_001/capture_0140.png,Session_001,0.03,-0.57,0.06,0.03,-0.29,0.01
Session_001/capture_0141.png,colocarNiquel,../capturas/capturas_256x256/capturasVR\Session_001/capture_0141.png,Session_001,0.04,-0.57,0.06,0.29,-0.34,0.03
Session_001/capture_0142.png,colocarNiquel,../capturas/capturas_256x256/capturasVR\Session_001/capture_0142.png,Session_001,0.04,-0.57,0.06,0.08,-0.29,0.01
Session_001/capture_0143.png,colocarNiquel,../capturas/capturas_256x256/capturasVR\Session_001/capture_0143.png,Session_001,0.04,-0.57,0.06,0.07,-0.29,0.0
Session_001/capture_0144.png,colocarNiquel,../capturas/capturas_256x256/capturasVR\Session_001/capture_0144.png,Session_001,0.04,-0.57,0.06,0.3,-0.32,0.03
Session_001/capture_0145.png,colocarNiquel,../capturas/capturas_256x256/capturasVR\Session_001/capture_0145.png,Session_001,0.04,-0.57,0.06,0.11,-0.27,-0.01
Session_001/capture_0146.png,colocarNiquel,../capturas/capturas_256x256/capturasVR\Session_001/capture_0146.png,Session_001,0.04,-0.57,0.06,0.1,-0.28,-0.01
Session_001/capture_0147.png,colocarNiquel,../capturas/capturas_256x256/capturasVR\Session_001/capture_0147.png,Session_001,0.04,-0.57,0.06,0.31,-0.29,0.05
Session_001/capture_0148.png,colocarNiquel,../capturas/capturas_256x256/capturasVR\Session_001/capture_0148.png,Session_001,0.04,-0.57,0.06,0.16,-0.25,-0.03
Session_001/capture_0149.png,colocarNiquel,../capturas/capturas_256x256/capturasVR\Session_001/capture_0149.png,Session_001,0.04,-0.57,0.06,0.14,-0.28,-0.02
Session_001/capture_0150.png,colocarNiquel,../capturas/capturas_256x256/capturasVR\Session_001/capture_0150.png,Session_001,0.04,-0.57,0.06,0.08,-0.31,-0.09
Session_001/capture_0151.png,colocarNiquel,../capturas/capturas_256x256/capturasVR\Session_001/capture_0151.png,Session_001,0.04,-0.57,0.06,0.07,-0.33,-0.09
Session_001/capture_0152.png,colocarNiquel,../capturas/capturas_256x256/capturasVR\Session_001/capture_0152.png,Session_001,0.04,-0.57,0.06,0.13,-0.16,-0.03
Session_001/capture_0153.png,colocarNiquel,../capturas/capturas_256x256/capturasVR\Session_001/capture_0153.png,Session_001,0.04,-0.56,0.06,0.09,-0.19,-0.01
Session_001/capture_0154.png,colocarNiquel,../capturas/capturas_256x256/capturasVR\Session_001/capture_0154.png,Session_001,0.04,-0.56,0.06,0.08,-0.21,0.0
Session_001/capture_0155.png,colocarNiquel,../capturas/capturas_256x256/capturasVR\Session_001/capture_0155.png,Session_001,0.04,-0.56,0.06,0.1,-0.2,-0.04
Session_001/capture_0156.png,colocarNiquel,../capturas/capturas_256x256/capturasVR\Session_001/capture_0156.png,Session_001,0.04,-0.57,0.06,0.29,-0.29,0.0
Session_001/capture_0157.png,colocarNiquel,../capturas/capturas_256x256/capturasVR\Session_001/capture_0157.png,Session_001,0.04,-0.57,0.06,0.04,-0.26,0.02
Session_001/capture_0158.png,colocarNiquel,../capturas/capturas_256x256/capturasVR\Session_001/capture_0158.png,Session_001,0.04,-0.57,0.06,0.04,-0.29,0.03
Session_001/capture_0159.png,colocarNiquel,../capturas/capturas_256x256/capturasVR\Session_001/capture_0159.png,Session_001,0.04,-0.57,0.06,0.29,-0.27,0.02
Session_001/capture_0160.png,colocarNiquel,../capturas/capturas_256x256/capturasVR\Session_001/capture_0160.png,Session_001,0.04,-0.57,0.06,0.31,-0.32,0.05
Session_001/capture_0161.png,colocarNiquel,../capturas/capturas_256x256/capturasVR\Session_001/capture_0161.png,Session_001,0.04,-0.57,0.06,0.2,-0.25,-0.01
Session_001/capture_0162.png,colocarNiquel,../capturas/capturas_256x256/capturasVR\Session_001/capture_0162.png,Session_001,0.04,-0.57,0.06,0.08,-0.29,0.02
Session_001/capture_0163.png,colocarNiquel,../capturas/capturas_256x256/capturasVR\Session_001/capture_0163.png,Session_001,0.04,-0.57,0.06,0.14,-0.26,0.0
Session_001/capture_0164.png,colocarNiquel,../capturas/capturas_256x256/capturasVR\Session_001/capture_0164.png,Session_001,0.04,-0.57,0.06,0.25,-0.27,-0.01
Session_001/capture_0165.png,colocarNiquel,../capturas/capturas_256x256/capturasVR\Session_001/capture_0165.png,Session_001,0.04,-0.57,0.06,0.12,-0.28,0.01
Session_001/capture_0166.png,colocarNiquel,../capturas/capturas_256x256/capturasVR\Session_001/capture_0166.png,Session_001,0.04,-0.57,0.06,0.12,-0.29,0.01
